id,title,abstract
YOUNESCARDENAS20171,Monitoring mangrove forests: Are we taking full advantage of technology?,"mangrove forests grow in the estuaries of 124 tropical countries around the world. because in-situ monitoring of mangroves is difficult and time-consuming, remote sensing technologies are commonly used to monitor these ecosystems. landsat satellites have provided regular and systematic images of mangrove ecosystems for over 30 years, yet researchers often cite budget and infrastructure constraints to justify the underuse this resource. since 2001, over 50 studies have used landsat or aster imagery for mangrove monitoring, and most focus on the spatial extent of mangroves, rarely using more than five images. even after the landsat archive was made free for public use, few studies used more than five images, despite the clear advantages of using more images (e.g. lower signal-to-noise ratios). the main argument of this paper is that, with freely available imagery and high performance computing facilities around the world, it is up to researchers to acquire the necessary programming skills to use these resources. programming skills allow researchers to automate repetitive and time-consuming tasks, such as image acquisition and processing, consequently reducing up to 60 of the time dedicated to these activities. these skills also help scientists to review and re-use algorithms, hence making mangrove research more agile. this paper contributes to the debate on why scientists need to learn to program, not only to challenge prevailing approaches to mangrove research, but also to expand the temporal and spatial extents that are commonly used for mangrove research."
STRAWHACKER2020100212,Designing with Genes in Early Childhood: An exploratory user study of the tangible CRISPEE technology,"biodesign, a speculative and creative offshoot from the field of bioengineering, is an area of stem that is growing in popularity in education settings, primarily because of its unique interdisciplinary lens that connects stem disciplinary knowledge and creative design practices. although this trend is currently limited to middle school, high school, and higher education, prior research suggests that children 5 years and older, may yield long-term gains from exploring developmentally-appropriate concepts from novel stem fields. although there is little research on educational technologies or resources to support young childrens curiosity and learning in this novel domain, some research suggests that young children may already be forming preconceptions about genetics and biology (e.g., from popular media). tangible technologies, which provide children qualitatively new, developmentally appropriate ways to engage with ideas and techniques, have been shown to support childrens engagement with foundational ideas relevant to biodesign, including the engineering design process. by applying developmentally appropriate constraints to our technology development (e.g., through frameworks such as the positive technological development), the research team developed and evaluated a novel tangible technology called crispee to introduce young children to concepts of biology and engineering. this article describes an experimental pilot study to investigate (1) how young children interact with the crispee technological prototype, and (2) what prior knowledge the average child might bring to an educational biodesign activity. implications for ongoing technology development and developmentally appropriate learning goals are discussed."
MAGANA2014367,Learning strategies and multimedia techniques for scaffolding size and scale cognition,"size and scale cognition is a critical aptitude associated with reasoning with concepts and systems in science, technology, engineering, and mathematics (stem). however, the teaching and learning of concepts related to size and scale present major challenges because objects at certain scales are unable to be perceived by humans with the naked eye. a potential way to overcome this challenge could be by means of learning strategies coupled with multimedia learning. in this study we propose learning strategies, instantiated by multimedia are for learning tools that may result in improved learning of size and scale cognition based on the fs2c framework. this framework consists of five levels to characterize size and scale cognition and the cognitive processes supporting them. participants of this quasi-experimental design included 224 undergraduate students who experienced one of three different multimedia for learning tools, and then were assessed through five tasks whose design was based on the fs2c framework. results suggest that learning strategies prompting students to compare objects of different sizes, may increase their abilities in ordering and classifying objects. having students to interact with a logarithmic scale may also have increased participant posttest performance scores in the numerical proportional and absolute measurement tasks. finally, we propose that the use of multimedia for learning affordances like 3d interaction, zoom in and zoom out, and direct interaction with a scale metaphor may help students make explicit connections and become familiar with objects of different sizes and scales."
MARCU2022,Barriers and Considerations in the Design and Implementation of Digital Behavioral Interventions: Qualitative Analysis,"background digital behavioral interventions have become increasingly popular for their ability to support patient diagnosis and treatment, chronic disease self-management, behavior change, and adherence to recommended care. however, digital intervention development is impeded by challenges such as limited technical skills, limited access to developers, and cost. the purpose of this study is to elicit in-depth qualitative feedback from intervention developers who have interest in digital behavioral interventions but lack programming skills regarding the barriers they experience and key considerations in the design and implementation of digital interventions. objective this study aims to understand barriers in the design and implementation of digital behavioral interventions, as well as to identify key considerations for researchers who are developing these interventions. methods we conducted semistructured qualitative interviews with 18 researchers who had experience either designing (but not coding) digital behavioral interventions or running research studies with them. participants were a convenience sample of users of the computerized intervention authoring system platform, an existing no-code development platform for building digital intervention content, and were recruited through either direct email solicitation or snowball sampling. all interviews were conducted and recorded over videoconference between february and april 2020. recordings from interviews were transcribed and thematically analyzed by multiple coders. results interviews were completed with 18 participants and lasted between 24 and 65 (mean 46.9, sd 11.3) minutes. interviewees were predominantly female (1718, 94) and represented different job roles, ranging from researcher to projectstudy staff. three key barriers in the development of digital behavior interventions were identified during interviews: lack of cross-disciplinary understanding; variability in recipients technology access, infrastructure, and literacy; and the idea that evidence-based in-person interactions do not translate directly to digital interactions. interviewees identified several key considerations that interventionists learned to prioritize, which have the potential to overcome these barriers and lead to successful interventions. conclusions barriers in the development of digital behavioral interventions are often created by a lack of cross-disciplinary understanding, which can lead to difficulties conceptualizing interventions, unrealistic expectations in terms of cost, and confusion about the development process. moreover, concerns about research study participant characteristics and access to technology, as well as the translation of in-person interventions to digital, are apparent. appropriate training in how to work with software development teams may help future digital behavior intervention creators overcome these barriers and may lead to new, exciting innovations in this space."
SMITH20189,Participatory design for sustainable social change,"tendencies in contemporary participatory design suggest a move away from engagement of limited stakeholders in preconfigured design processes and predefined technology outcomes, towards more complex and long-term engagement with heterogeneous communities and larger ecologies of social and technological transformation. building on core values of participatory design, we introduce three dimensions of engagement of scoping, developing and scaling that we argue can be essential in developing a holistic approach to participatory design as a sustainable practice of social change. the dimensions foreground central aspects of participatory design research that are discussed in relation to a long-term project exploring design and digital fabrication technologies in danish primary and secondary education."
PARHI2022108062,Factors affecting Industry 4.0 adoption – A hybrid SEM-ANN approach,"industry 4.0 is a technology-driven digital transformation to enable data-driven decision-making based on real-time data to enhance the competitiveness of traditional manufacturing. moving forward, adopting industry 4.0 is an evident requirement for manufacturers to remain competitive. currently, in the early stages of adoption in most industries and countries, there is an evident lack of foundational industry 4.0 knowledge among decision-makers. there are few studies on the adoption of industry 4.0; however, they focus on specific domains like cloud computing, virtual reality, iot, etc., and are primarily set in developed countries. this research proposes a multi-stage hybrid analytic approach whereby the research model was tested using structural equation modelling (sem). the sem results were used as inputs for the artificial neural networks (ann) to determine significant predictors for the adoption of industry 4.0 in indian manufacturing industries. a comprehensive sample of 350 responses from various indian manufacturers was collected and analyzed. results revealed that the factors viz. software infrastructure (si), system flexibility (sf), operational accuracy (oa), and the technical capabilities (tc) play a dominant role in the successful adoption intentions of industry 4.0 in india. manufacturers from india and other emerging economies will benefit from the findings of this study by concentrating and improving on the dominant adoption factors of industry 4.0. concluding, we discuss the studys results and derive lessons learned for stakeholders, including managers, consultants, policymakers, and regulatory authorities."
KADERAVEK201527,SCIIENCE: The creation and pilot implementation of an NGSS-based instrument to evaluate early childhood science teaching,"this paper describes the development, testing and implementation of the systematic characterization of inquiry instruction in early learning classroom environments (sciience). the sciience instrument was designed to capture best practices outlined in the national research councils framework for k-12 science education as they occur within a science lesson. the goals of the sciience instrument are to (a) assess the quality of science instruction in pk-3 classrooms, (b) capture teacher behaviors and instructional practices that engage students in the lesson, promote scientific studies, encourage higher-level thinking, and (c) provide a feedback mechanism for guiding professional development of pk-3 teachers. science educators can apply this instrument to teacher behaviors and use the data to improve classroom inquiry instructional methodology."
LITTS2021100295,Examining the materiality and spatiality of design scaffolds in computational making,"as researchers focus more on engaging youth with advanced technologies to build computational skills, there is a need to develop tools that support youth to become creators of digital content rather than consumers of these technologies. scholars refer to this shift in becoming creators of technology as computational making, which enables new forms of learning and thinking at the intersection of the physical and the digital. the interdisciplinary and multidimensional nature of computational making design processes means learners must negotiate their design idea across space, time, mode, and expertise. in this paper, we draw on multiple iterations of design and implementation work with wearable and locative technologies to investigate the affordances and challenges of design scaffolds in youths computational making design processes. we present examples from learning with electronic textiles and locative game design to illustrate the unique problem spaces of materiality and spatiality specific to computational making. our insights highlight a significant need for sharing scholarship and design work on implementing design scaffolds in computational making contexts toward the collective goal of developing a system of design scaffolds to effectively support learners thinking across the interdisciplinary, multimodal problem spaces unique to computational making."
FRECHETTE2021137,Executive control in dual language learning preschoolers: The association between Hot and cool executive control and science achievement,"the number of dual language learners (dlls) in the united states is rapidly increasing, with over 25 of the preschoolers speaking a language other than english at home leading to a need to examine skills that contribute to their achievement. executive control (ec), or the ability to regulate attention, affect, and behavior effectively, is one skill that is particularly important for preschool children to develop. ec has been examined for monolingual children as a single construct, and as two related constructs, cool executive control (cec) and hot executive control (hec), and is associated with later academic outcomes. the purpose of this study was to extend the ec research to dll preschoolers, determine if ec is a one or two factor construct in a sample of dlls, and examine if the construct relates to dll childrens science achievement. structural equation modeling was used with a sample of 181 dll children enrolled in head start. in line with previous research on monolingual head start children, ec emerged as two distinct latent factors, cec and hec. this study also examined the association between concurrent cec, hec, and science achievement. cec was positively associated with dlls science achievement, whereas hec was not. these findings stress the importance of measuring the two dimensions of dlls ec separately as they differentially relate to science achievement."
LI2020103899,Longitudinal clustering of students’ self-regulated learning behaviors in engineering design,"it is vital to develop an understanding of students self-regulatory processes in the domains of stem (science, technology, engineering, and mathematics) for the quality delivery of stem education. however, most studies have followed a variable-centered approach, leaving open the question of how specific srl (self-regulated learning) behaviors group within individual learners. furthermore, little is known about how students srl profiles unfold over time in stem education, specifically in the context of engineering design. in this study, we examined the change of students srl profiles over time as 108 middle school students designed green buildings in a simulation-based computer-aided design (cad) environment. we identified three distinct srl profiles using a longitudinal clustering approach: reflective-oriented, adaptive, and minimally self-regulated learners. in addition, we found that students with different profile memberships differed significantly in their design performance. specifically, adaptive self-regulated learners outperformed minimally self-regulated learners on design completeness, whereas reflective-oriented self-regulated learners demonstrated higher design efficiency than minimally self-regulated learners. this study provides researchers with both theoretical and methodological insights concerning srl dynamics. findings from this research also inform practitioners about the design of adaptive interventions."
CORDASCO201815,Distributed MASON: A scalable distributed multi-agent simulation environment,"computational social science (css) involves interdisciplinary fields and exploits computational methods, such as social network analysis as well as computer simulation with the goal of better understanding social phenomena. agent-based models (abms) represent an effective research tool for css and consist of a class of models, which, aim to emulate or predict complex phenomena through a set of simple rules (i.e., independent actions, interactions and adaptation), performed by multiple agents. the efficiency and scalability of abms systems are typically obtained distributing the overall computation on several machines, which interact with each other in order to simulate a specific model. unfortunately, the design of a distributed simulation model is particularly challenging, especially for domain experts who sporadically are computer scientists and are not used to developing parallel code. d-mason framework is a distributed version of the mason library for designing and executing abms in a distributed environment ensuring scalability and easiness. d-mason enable the developer to exploit the computing power of distributed environment in a transparent manner; the developer has to do simple incremental modifications to existing mason models, without re-designing them. this paper presents several novel features and architectural improvements introduced in the d-mason framework: an improved space partitioning strategy, a distributed 3d field, a distributed network field, a decentralized communication layer, a novel memory consistency mechanism and the integration to cloud environments. full documentation, additional tutorials, and other material can be found at https:github.comisislab-unisadmason where the framework can be downloaded."
ALE2022100478,A systematic survey on embodied cognition: 11 years of research in child–computer interaction,"embodied cognition is a concept that has been extensively explored by scholars within the childcomputer interaction community. however, there is a lack of a synthesis of this research to clarify the fields benefits and drawbacks. this paper presents a survey of articles published between 2010 and 2020 in the interaction design and children (idc) conference and the international journal of childcomputer interaction (ijcci). we retrieved 158 papers using the keyword embodied cognition and its derivatives. further screening narrowed these down to 43. the purpose of this review is to provide an overview of the current landscape of embodied research by reporting the most common subject areas of application, forms, and modes of embodiment, and the role of children and adults. our contribution is twofold: we highlight the main trends around these themes within the field, and we provide eight critical areas of future research. by illustrating new challenges and opportunities, we aim to support the growth of this area of research within the cci community."
GROSSMAN201718,Pedagogy and tools for teaching parallel computing at the sophomore undergraduate level,"as the need for multicore-aware programmers rises in both science and industry, computer science departments in universities around the usa are having to rethink their parallel computing curriculum. at rice university, this rethinking took the shape of comp 322, an introductory parallel programming course that is required for all bachelors students. comp 322 teaches students to reason about the behavior of parallel programs, educating them in both the high level abstractions of task-parallel programming as well as the nitty gritty details of working with threads in java. in this paper, we detail the structure, principles, and experiences of comp 322, gained from 6 years of teaching parallel programming to second-year undergraduates. we describe in detail two particularly useful tools that have been integrated into the curriculum: the hjlibparallel programming library and the habanero autograder for parallel programs. we present this work with the hope that it will help augment improvements to parallel computing education at other universities."
YURKOFSKY20191,Expanding outcomes: Exploring varied conceptions of teacher learning in an online professional development experience,"online technologies hold promise to support more personalized teacher professional development (pd) experiences, but fulfilling this promise requires heightened attention to what teachers value about the outcomes of their learning. this paper uses the example of the creative computing online workshop (ccow) to explore outcomes that teachers described as valuable: exposure to new ideas, rethinking classroom practice, and new relationships with their surrounding world. we discuss how the diversity, specificity, and nonlinearity of these outcomes extend teacher pd research, and suggest implications of this expanded framework for the design and evaluation of pd in both in-person and online contexts."
CHEN2025205,"Application of machine learning in higher education to predict students’ performance, learning engagement and self-efficacy: a systematic literature review","purpose in recent years, studies have shown that machine learning significantly improves student performance and retention and reduces the risk of student dropout and withdrawal. however, there is a lack of empirical research reviews focusing on the application of machine learning to predict student performance in terms of learning engagement and self-efficacy and exploring their relationships. hence, this paper conducts a systematic research review on the application of machine learning in higher education from an empirical research perspective. designmethodologyapproach this systematic review examines the application of machine learning (ml) in higher education, focusing on predicting student performance, engagement and self-efficacy. the review covers empirical studies from 2016 to 2024, utilizing a prisma framework to select 67 relevant articles from major databases. findings the findings show that ml applications are widely researched and published in high-impact journals. the primary functions of ml in these studies include performance prediction, engagement analysis and self-efficacy assessment, employing various ml algorithms such as decision trees, random forests, support vector machines and neural networks. ensemble learning algorithms generally outperform single algorithms regarding accuracy and other evaluation metrics. common model evaluation metrics include accuracy, f1 score, recall and precision, with newer methods also being explored. research limitationsimplications first, empirical research literature was selected from only four renowned electronic journal databases, and the literature was limited to journal articles, with the latest review literature and conference papers published in the form of conference papers also excluded, which led to empirical research not obtaining the latest views of researchers in interdisciplinary fields. second, this review focused mainly on the analysis of student grade prediction, learning engagement and self-efficacy and did not study students risk, dropout rates, retention rates or learning behaviors, which limited the scope of the literature review and the application field of machine learning algorithms. finally, this article only conducted a systematic review of the application of machine learning algorithms in higher education and did not establish a metadata list or carry out metadata analysis. originalityvalue the review highlights mls potential to enhance personalized education, early intervention and identifying at-risk students. future research should improve prediction accuracy, explore new algorithms and address current study limitations, particularly the narrow focus on specific outcomes and lack of interdisciplinary perspectives."
CHAO2016202,"Exploring students' computational practice, design and performance of problem-solving through a visual programming environment","this study aims to advocate that a visual programming environment offering graphical items and states of a computational problem could be helpful in supporting programming learning with computational problem-solving. a visual problem-solving environment for programming learning was developed, and 158 college students were conducted in a computational problem-solving activity. the students activities of designing, composing, and testing solutions were recorded by log data for later analysis. to initially unveil the students practice and strategies exhibited in the visual problem-solving environment, this study proposed several indicators to quantitatively represent students computational practice (sequence, selection, simple iteration, nested iteration, and testing), computational design (problem decomposition, abutment composition, and nesting composition), and computational performance (goal attainment and program size). by the method of cluster analysis, some empirical patterns regarding the students programming learning with computational problem-solving were identified. furthermore, comparisons of computational design and computational performance among the different patterns of computational practice were conducted. considering the relations of students computational practice to computational design and performance, evidence-based suggestions on the design of supportive programming environments for novice programmers are discussed."
WU201535,What makes an item more difficult? Effects of modality and type of visual information in a computer-based assessment of scientific inquiry abilities,"effects of multiple external representations on teaching and learning have been widely researched; however, relatively little is understood about how different types of representations used for item presentation influence students performances in computer-based assessments, particularly in those evaluating complex abilities. we designed a multimedia-based assessment for secondary school students that focused on scientific inquiry abilities (i.e., questioning, experimenting, analyzing, and explaining). through the participation of 1218 students (561 8th graders and 657 11th graders), the balanced arrangement of test booklets, and the use of a generalized partial credit rasch model, this study aimed at investigating how the modality of representations for item presentation (i.e., dynamic and static) and type of visual information (i.e., context and content) conveyed by the representations affected the item difficulty of the multimedia-based assessment. the results showed that overall items became slightly more difficult for students when the item presentation was static. also, the interaction effect between modality and grade was significant; when item presentation was changed from dynamic to static, the items became easier to the 8th graders, whereas they were more difficult to the 11th graders. the results suggested that older students might have more cognitive resources to retrieve information from dynamic displays to solve the assessment tasks successfully. additionally, while all interactions between modality and type of information on items with context visuals were not significant, there were significant interactions on four items with content visuals. a further examination of the items suggested that the tasks and the phenomena involved in the items may influence how modality affected the item difficulties when content visuals were used. these results implied that researchers need to pay special attention on the design of content visuals because they appear to be more influential than context ones to students performances of science assessments."
CHEAH2023103984,"Unpacking K-12 teachers’ technology-supported, equitable practices: A mixed-methods systematic review","we conducted a mixed-methods systematic review of research literature from 2009 to 2019 to unpack researchers conceptualizations about, approaches toward, and environmental supports in place that framed k-12 teachers technology-supported, equitable practices. findings revealed that equitable learning with technology was conceptualized as: (1) lifting students up through a neoliberal perspective; (2) attending to individual needs; (3) empowering students agency and civic participation; and (4) providing equal learning opportunities. technology approaches and environmental supports in tandem with these four conceptualizations are articulated. finally, we discuss the need for teachers to be reflective practitioners and critical enquirers when leveraging technology to promote equitable learning."
IVANOVIC20181351,Experiences and perspectives of Technology-enhanced learning and teaching in higher education – Serbian case,"this paper presents different approaches, experiences and perspectives of using technologies in higher education institutions. particular case studies of application of social media (especially wikis), game-based learning and various technology-enhanced learning tools in different courses at several serbian institutions are presented. in-house developed intelligent tutoring system protus and possibilities to enhance it by software agents and eye-tracking are also shown in detail. our experiences of using different technology-enhanced learning tools and mechanisms showed that educational processes must be modernized and enhanced by technological progress."
STRYCKER2020e04358,K-12 art teacher technology use and preparation,"largely absent from educationalinstructional technology journals, this study focused on how k-12 art teachers in a southern state used technology to support teaching and learning, uses they found to be the best, and what kinds of technology training they received as part of their initial teacher preparation. findings indicated that presentation and resource access technologies had transformed the way art teachers in the study work with students and materials. they also had little use of technology to support students with special needs and had limited technology experiences in their own training. elementary art teachers were found to have more examples of student higher-order thinking skills promoting technology use, while secondary art teachers had more student media creation and a desire to implement digital portfolios. additional findings and interpretations are offered."
RUAN2019101268,Soft computing model based financial aware spatiotemporal social network analysis and visualization for smart cities,"the era of intelligence is the development of human science and technology at a higher level, bringing a new layout for the financial market. then, how to realize the good layout of the financial market in the era of intelligence is an important problem facing all the countries in the world. we in the financial industry as the origin and change as the clue, analyzes the physical outlets as the representative of the financial institutions, banking as standard electronic banking and mobile phone to the bank as the representative of the mobile financial development of three major formats. on this basis, we analyze the current mobile phone terminal model of mobile banking three shortcomings, and propose the new mobile financial formats. this new format is tentatively known as smart financial format, it has the equipment personality, wearable, low carbon environmental protection, offline interaction, security, privacy and intelligence, efficiency, and other five major characteristics. in the future, the financial format is likely to be achieved by mobile financial formats to the upgrading of intelligent financial formats, to meet the needs of customers wider and deeper levels. the artificial intelligence method has its advantages in dealing with the problems of the economic system. therefore, the introduction of artificial intelligence methods into the economic control will become a trend. the proposed model is validated through the public databases to verify the effectiveness."
ANDERSON1996237,Chapter 8 - Interference and Inhibition in Memory Retrieval,"publisher summary this chapter discusses the causes of memory interference and the extent of situations in which these mechanisms operate. first, the chapter discusses some widely held assumptions about the situation of interference, focusing on the idea that such effects arise from competition for access via a shared retrieval cue. this notion is sufficiently general that it may be applied in a variety of interference settings, which is illustrated briefly. then the classical interference paradigms from which these ideas emerged are reviewed. the chapter also reviews more recent phenomena that both support and challenge classical conceptions of interference. these phenomena provide compelling illustrations of the generality of interference and, consequently, of the importance of understanding its mechanisms. a recent perspective on interference is highlighted that builds upon insights from modern work, while validating intuitions underlying several of the classical interference mechanisms. according to this new perspective, forgetting derives not from acquiring new memories per se, but from the impact of later retrievals of the newly learned material. after discussing findings from several paradigms that support this retrieval-based view, the chapter illustrates how forgetting might be linked to inhibitory processes underlying selective attention."
HSIAO2021102312,Who captures whom – Pokémon or tourists? A perspective of the Stimulus-Organism-Response model,"since its launch in 2016, pokmon go has attracted huge numbers of players, causing a boom in this game market. although it is not as popular as before, from time to time we still find crowds of players gathered in some spots where pokmon appear. numerous reports have explored this pokmon phenomenon; however, the exact reasons for its popularity remain unknown. the purpose of this study is to explore the post-adoption behavior of pokmon go players and its influential factors in the gaming and tourism industries. the theoretical model of stimulus-organism-response was drawn on to examine the impact of the environmental stimuli (social influence and media influence) on players internal organisms, which in turn affect their post-experience responses. moreover, gender differences were also examined in the hypothetical relationships. a total of 342 valid questionnaires from actual gamers were collected in this study, and data analysis was performed using a structural equation model. the results show that stimulus effects, such as social stimuli (critical mass and social interaction) and media stimuli (content timeliness and media richness), have significant impacts on the players internal gamified experience (attachment and conformity), which in turn affect their visit intention to catch creatures at certain attractions and to continue playing pokmon go. further, we have also found that players intention to visit pokmon spots is significantly correlated with their intention to continue playing the game. findings provide links between gamification and tourism literature. further theoretical and managerial implications are provided."
SEYMOURE2021315,Chapter 18 - Conservation behavior: effects of light pollution on insects,"in this experiment, we will study the impact of light pollution on the activity and foraging behaviors using madagascar hissing cockroaches as the model system. you will develop your own hypotheses using the background information provided. you will then test your hypotheses, evaluate the results of your experiment, and revise and retest your experiment up to three times."
CHEN2020100002,Application and theory gaps during the rise of Artificial Intelligence in Education,"considering the increasing importance of artificial intelligence in education (aied) and the absence of a comprehensive review on it, this research aims to conduct a comprehensive and systematic review of influential aied studies. we analyzed 45 articles in terms of annual distribution, leading journals, institutions, countriesregions, the most frequently used terms, as well as theories and technologies adopted. we also evaluated definitions of aied from broad and narrow perspectives and clarified the relationship among aied, educational data mining, computer-based education, and learning analytics. results indicated that: 1) there was a continuingly increasing interest in and impact of aied research; 2) little work had been conducted to bring deep learning technologies into educational contexts; 3) traditional ai technologies, such as natural language processing were commonly adopted in educational contexts, while more advanced techniques were rarely adopted, 4) there was a lack of studies that both employ ai technologies and engage deeply with educational theories. findings suggested scholars to 1) seek the potential of applying ai in physical classroom settings; 2) spare efforts to recognize detailed entailment relationships between learners answers and the desired conceptual understanding within intelligent tutoring systems; 3) pay more attention to the adoption of advanced deep learning algorithms such as generative adversarial network and deep neural network; 4) seek the potential of nlp in promoting precision or personalized education; 5) combine biomedical detection and imaging technologies such as electroencephalogram, and target at issues regarding learners during the learning process; and 6) closely incorporate the application of ai technologies with educational theories."
CHIU2013142,WISEngineering: Supporting precollege engineering design and mathematical understanding,"introducing engineering into precollege classroom settings has the potential to facilitate learning of science, technology, engineering, and mathematics (stem) concepts and to increase interest in stem careers. successful engineering design projects in secondary schools require extensive support for both teachers and students. computer-based learning environments can support both teachers and students to implement and learn from engineering design projects. however, there is a dearth of empirical research on how engineering approaches can augment learning in authentic k-12 settings. this paper presents research on the development and pilot testing of wisengineering, a new web-based engineering design learning environment. three middle school units were developed using a knowledge integration learning perspective and a scaffolded, informed engineering approach with the goal of improving understanding of standards-based mathematical concepts and engineering ideas. seventh grade math students from two teachers in a socioeconomically diverse and low-performing district participated in three wisengineering units over the course of a semester. students significantly improved their mathematical scores from pretest to posttest for all three projects and on state standardized tests. student, teacher, and administrator interviews reveal that wisengineering projects promoted collaboration, tolerance, and development of pro-social skills among at-risk youth. results demonstrate that informed engineering design projects facilitated through the wisengineering computer-based environment can help students learn common core mathematical concepts and principles. additionally, results suggest that wisengineering projects can be particularly beneficial for at-risk and diverse student populations."
FINKEL2017303,"L’analyse cognitive, la psychologie numérique et la formation des enseignants à l’université","rsum lanalyse cognitive est le fruit dune rflexion utilisant, entre autres, les principes de la pense informatique (mathmatique, logique et algorithmique) pour repenser des connaissances et des techniques de plusieurs domaines de la psychologie cognitive, de la psychologie sociale, de la psychologie des motions et de la psychologie de la communication en vue de la formation pdagogique des enseignants duniversit. avant de prsenter lanalyse cognitive, je vais rappeler comment lhistoire du calcul depuis 5000 ans peut tre vue comme une tentative (russie) de comprendre, formaliser et automatiser le traitement humain de linformation, thme sur lequel se retrouvent linformatique et la psychologie. puis, je montrerai quun nouveau comportementalisme, bas sur le comportement numrique mais aussi sur les comportements classiques et sur les zones du cerveau, est en train dmerger et quil produit des modles psychologiques qui sont utiliss pour connatre les penses et les intentions des personnes observes, pour mieux leur vendre des objets et pour prdire leurs actions par exemple ; une psychologie numrique merge. bien que chacun dentre nous utilise son ordinateur portable et internet comme une extension de son esprit (lire petite poucette de michel serres), nous navons pas encore intgr explicitement la pense informatique. nous expliciterons donc quelques lments de la pense informatique et nous prsenterons enfin lanalyse cognitive en soulignant comment elle utilise la fois la pense informatique et des connaissances de psychologie. cognitive analysis is the result of an afterthought using, amongst other things, principles from computer science (maths, logic and algorithmic) to rethink techniques and knowledge of several areas of psychology: cognitive psychology, social psychology, psychology of emotions and communication. the aim is pedagogy training for university teachers. before explaining what cognitive analysis is, i will tell you how the history of calculation since 5000 years may be seen as a (successful) stab at understanding, formalizing and automating human processing of data, which is where computer science and psychology meet. then, i will demonstrate that a new behavioralism, based on digital and classical behavior and specific areas of the brain, is starting to emerge and produces psychological models that are used to know the thoughts and intents of the people observed, to better sell them stuff and predict their actions. a digital psychology emerges. although all of us use a laptop and internet as an extension of our minds (read petite poucette by michel serres), the digital thought remains implicit. we will explicit several components of digital thinking and will show how cognitive analysis uses digital thinking and knowledge from psychology."
BEDEWY2023101299,STEAM + X - Extending the transdisciplinary of STEAM-based educational approaches: A theoretical contribution,"this design-based research methodological paper is proposing a theoretical understanding in the form of steam x framework that emerged from the empirical findings of implementing transdisciplinary steam practices featuring architecture, culture, and history. this paper shows how the proposed steam practices, involving creativities, to promote the integration of various disciplines with multiple cross-cultural iterations. these steam practices allow teachers to integrate cultural, architectural, environmental, or technological options into mathematics teaching and learning. these steam practices foster creativity and thinking skills in connecting disciplines in a transdisciplinary learning approach. moreover, this paper introduces the study outcomes including the developed design principles and a framework that connects the underlying theoretical framework with emerging themes from our qualitative data analysis."
PROFETA2018111,Bernstein’s levels of movement construction: A contemporary perspective,"explanation of how goal-directed movements are made manifest is the ultimate aim of the field classically referred to as motor control. essential to the sought-after explanation is comprehension of the supporting functional architecture. seven decades ago, the russian physiologist and movement scientist nikolai a. bernstein proposed a hierarchical model to explain the construction of movements. in his model, the levels of the hierarchy share a common language (i.e., they are commensurate) and perform complementing functions to bring about dexterous movements. the science of the control and coordination of movement in the phylum craniata has made considerable progress in the intervening seven decades. the contemporary body of knowledge about each of bernsteins hypothesized functional levels is both more detailed and more sophisticated. a natural consequence of this progress, however, is the relatively independent theoretical development of a given level from the other levels. in this essay, we revisit each level of bernsteins hierarchy from the joint perspectives of (a) the ecological approach to perception-action and (b) dynamical systems theory. we review a substantial and relevant body of literature produced in different areas of study that are accommodated by this ecological-dynamical version of bernsteins levels. implications for the control and coordination of movement and the challenges to producing a unified theory are discussed."
